"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9482","Home Page test","chromium","2026-07-23","passed","2026-07-23","","AllureReports.spec.js","",""
